task,model,source,lang,lpr,wpr
crosslingual,command-r-base,all,ru,0.00%,100.00%
crosslingual,command-r-base,all,tr,0.00%,N/A
crosslingual,command-r-base,all,vi,0.00%,N/A
crosslingual,command-r-base,all,zh,2.99%,100.00%
crosslingual,command-r-base,all,all,0.66%,97.22%
monolingual,command-r-base,aya_human_annotated,ar,93.88%,98.91%
monolingual,command-r-base,aya_human_annotated,en,98.00%,N/A
monolingual,command-r-base,aya_human_annotated,pt,93.00%,N/A
monolingual,command-r-base,aya_human_annotated,tr,91.00%,N/A
monolingual,command-r-base,aya_human_annotated,zh,86.73%,98.82%
monolingual,command-r-base,dolly_human_edited,ar,96.88%,98.92%
monolingual,command-r-base,dolly_human_edited,es,94.85%,N/A
monolingual,command-r-base,dolly_human_edited,fr,90.91%,N/A
monolingual,command-r-base,dolly_human_edited,hi,81.00%,92.59%
monolingual,command-r-base,dolly_human_edited,ru,93.62%,98.86%
monolingual,command-r-base,native_prompts,es,91.21%,N/A
monolingual,command-r-base,native_prompts,fr,86.96%,N/A
monolingual,command-r-base,native_prompts,ja,97.98%,98.97%
monolingual,command-r-base,native_prompts,ko,94.32%,98.80%
monolingual,command-r-base,okapi,ar,92.86%,95.60%
monolingual,command-r-base,okapi,de,83.84%,N/A
monolingual,command-r-base,okapi,en,98.98%,N/A
monolingual,command-r-base,okapi,es,82.83%,N/A
monolingual,command-r-base,okapi,fr,81.82%,N/A
monolingual,command-r-base,okapi,id,69.39%,N/A
monolingual,command-r-base,okapi,it,79.00%,N/A
monolingual,command-r-base,okapi,pt,74.75%,N/A
monolingual,command-r-base,okapi,vi,79.59%,N/A
monolingual,command-r-base,okapi,zh,55.56%,100.00%
monolingual,command-r-base,aya_human_annotated,all,92.52%,98.87%
monolingual,command-r-base,dolly_human_edited,all,91.45%,96.79%
monolingual,command-r-base,native_prompts,all,92.62%,98.88%
monolingual,command-r-base,okapi,all,79.86%,97.80%
monolingual,command-r-base,all,ar,94.54%,97.81%
monolingual,command-r-base,all,en,98.49%,N/A
monolingual,command-r-base,all,pt,83.87%,N/A
monolingual,command-r-base,all,tr,91.00%,N/A
monolingual,command-r-base,all,zh,71.15%,99.41%
monolingual,command-r-base,all,es,89.63%,N/A
monolingual,command-r-base,all,fr,86.56%,N/A
monolingual,command-r-base,all,hi,81.00%,92.59%
monolingual,command-r-base,all,ru,93.62%,98.86%
monolingual,command-r-base,all,ja,97.98%,98.97%
monolingual,command-r-base,all,ko,94.32%,98.80%
monolingual,command-r-base,all,de,83.84%,N/A
monolingual,command-r-base,all,id,69.39%,N/A
monolingual,command-r-base,all,it,79.00%,N/A
monolingual,command-r-base,all,vi,79.59%,N/A
monolingual,command-r-base,all,all,86.26%,97.74%
crosslingual,llama-3-instruct,complex_prompts,ar,21.21%,95.24%
crosslingual,llama-3-instruct,complex_prompts,de,21.21%,N/A
crosslingual,llama-3-instruct,complex_prompts,es,36.36%,N/A
crosslingual,llama-3-instruct,complex_prompts,fr,33.33%,N/A
crosslingual,llama-3-instruct,complex_prompts,hi,25.25%,100.00%
crosslingual,llama-3-instruct,complex_prompts,id,12.12%,N/A
crosslingual,llama-3-instruct,complex_prompts,it,20.20%,N/A
crosslingual,llama-3-instruct,complex_prompts,ja,0.00%,100.00%
crosslingual,llama-3-instruct,complex_prompts,ko,0.00%,100.00%
crosslingual,llama-3-instruct,complex_prompts,pt,24.24%,N/A
crosslingual,llama-3-instruct,complex_prompts,ru,18.18%,83.33%
crosslingual,llama-3-instruct,complex_prompts,tr,9.09%,N/A
crosslingual,llama-3-instruct,complex_prompts,vi,7.07%,N/A
crosslingual,llama-3-instruct,complex_prompts,zh,0.00%,100.00%
crosslingual,llama-3-instruct,okapi,ar,34.00%,97.06%
crosslingual,llama-3-instruct,okapi,de,38.00%,N/A
crosslingual,llama-3-instruct,okapi,es,72.00%,N/A
crosslingual,llama-3-instruct,okapi,fr,68.00%,N/A
crosslingual,llama-3-instruct,okapi,hi,55.00%,98.18%
crosslingual,llama-3-instruct,okapi,id,27.00%,N/A
crosslingual,llama-3-instruct,okapi,it,44.00%,N/A
crosslingual,llama-3-instruct,okapi,ja,0.00%,100.00%
crosslingual,llama-3-instruct,okapi,ko,0.00%,100.00%
crosslingual,llama-3-instruct,okapi,pt,68.00%,N/A
crosslingual,llama-3-instruct,okapi,ru,47.00%,97.87%
crosslingual,llama-3-instruct,okapi,tr,13.00%,N/A
crosslingual,llama-3-instruct,okapi,vi,24.00%,N/A
crosslingual,llama-3-instruct,okapi,zh,0.00%,100.00%
crosslingual,llama-3-instruct,sharegpt,ar,38.00%,94.74%
crosslingual,llama-3-instruct,sharegpt,de,45.00%,N/A
crosslingual,llama-3-instruct,sharegpt,es,75.00%,N/A
crosslingual,llama-3-instruct,sharegpt,fr,58.00%,N/A
crosslingual,llama-3-instruct,sharegpt,hi,59.00%,94.92%
crosslingual,llama-3-instruct,sharegpt,id,37.00%,N/A
crosslingual,llama-3-instruct,sharegpt,it,45.00%,N/A
crosslingual,llama-3-instruct,sharegpt,ja,4.12%,75.00%
crosslingual,llama-3-instruct,sharegpt,ko,2.27%,100.00%
crosslingual,llama-3-instruct,sharegpt,pt,71.00%,N/A
crosslingual,llama-3-instruct,sharegpt,ru,50.00%,86.00%
crosslingual,llama-3-instruct,sharegpt,tr,30.00%,N/A
crosslingual,llama-3-instruct,sharegpt,vi,25.00%,N/A
crosslingual,llama-3-instruct,sharegpt,zh,13.00%,76.92%
crosslingual,llama-3-instruct,complex_prompts,all,16.31%,96.43%
crosslingual,llama-3-instruct,okapi,all,35.00%,98.85%
crosslingual,llama-3-instruct,sharegpt,all,39.46%,87.93%
crosslingual,llama-3-instruct,all,ar,31.07%,95.68%
crosslingual,llama-3-instruct,all,de,34.74%,N/A
crosslingual,llama-3-instruct,all,es,61.12%,N/A
crosslingual,llama-3-instruct,all,fr,53.11%,N/A
crosslingual,llama-3-instruct,all,hi,46.42%,97.70%
crosslingual,llama-3-instruct,all,id,25.37%,N/A
crosslingual,llama-3-instruct,all,it,36.40%,N/A
crosslingual,llama-3-instruct,all,ja,1.37%,91.67%
crosslingual,llama-3-instruct,all,ko,0.76%,100.00%
crosslingual,llama-3-instruct,all,pt,54.41%,N/A
crosslingual,llama-3-instruct,all,ru,38.39%,89.07%
crosslingual,llama-3-instruct,all,tr,17.36%,N/A
crosslingual,llama-3-instruct,all,vi,18.69%,N/A
crosslingual,llama-3-instruct,all,zh,4.33%,92.31%
crosslingual,llama-3-instruct,all,all,30.25%,94.40%
monolingual,llama-3-instruct,aya_human_annotated,ar,27.00%,100.00%
monolingual,llama-3-instruct,aya_human_annotated,en,100.00%,N/A
monolingual,llama-3-instruct,aya_human_annotated,pt,94.00%,N/A
monolingual,llama-3-instruct,aya_human_annotated,tr,18.00%,N/A
monolingual,llama-3-instruct,aya_human_annotated,zh,15.00%,86.67%
monolingual,llama-3-instruct,dolly_human_edited,ar,15.00%,86.67%
monolingual,llama-3-instruct,dolly_human_edited,es,99.00%,N/A
monolingual,llama-3-instruct,dolly_human_edited,fr,95.00%,N/A
monolingual,llama-3-instruct,dolly_human_edited,hi,23.00%,95.65%
monolingual,llama-3-instruct,dolly_human_edited,ru,77.00%,93.51%
monolingual,llama-3-instruct,native_prompts,es,97.00%,N/A
monolingual,llama-3-instruct,native_prompts,fr,81.00%,N/A
monolingual,llama-3-instruct,native_prompts,ja,10.00%,80.00%
monolingual,llama-3-instruct,native_prompts,ko,0.00%,100.00%
monolingual,llama-3-instruct,okapi,ar,23.00%,100.00%
monolingual,llama-3-instruct,okapi,de,31.00%,N/A
monolingual,llama-3-instruct,okapi,en,100.00%,N/A
monolingual,llama-3-instruct,okapi,es,99.00%,N/A
monolingual,llama-3-instruct,okapi,fr,90.00%,N/A
monolingual,llama-3-instruct,okapi,id,21.00%,N/A
monolingual,llama-3-instruct,okapi,it,88.00%,N/A
monolingual,llama-3-instruct,okapi,pt,97.00%,N/A
monolingual,llama-3-instruct,okapi,vi,10.00%,N/A
monolingual,llama-3-instruct,okapi,zh,1.00%,100.00%
monolingual,llama-3-instruct,aya_human_annotated,all,50.80%,93.33%
monolingual,llama-3-instruct,dolly_human_edited,all,61.80%,91.94%
monolingual,llama-3-instruct,native_prompts,all,47.00%,90.00%
monolingual,llama-3-instruct,okapi,all,56.00%,100.00%
monolingual,llama-3-instruct,all,ar,21.67%,95.56%
monolingual,llama-3-instruct,all,en,100.00%,N/A
monolingual,llama-3-instruct,all,pt,95.50%,N/A
monolingual,llama-3-instruct,all,tr,18.00%,N/A
monolingual,llama-3-instruct,all,zh,8.00%,93.33%
monolingual,llama-3-instruct,all,es,98.33%,N/A
monolingual,llama-3-instruct,all,fr,88.67%,N/A
monolingual,llama-3-instruct,all,hi,23.00%,95.65%
monolingual,llama-3-instruct,all,ru,77.00%,93.51%
monolingual,llama-3-instruct,all,ja,10.00%,80.00%
monolingual,llama-3-instruct,all,ko,0.00%,100.00%
monolingual,llama-3-instruct,all,de,31.00%,N/A
monolingual,llama-3-instruct,all,id,21.00%,N/A
monolingual,llama-3-instruct,all,it,88.00%,N/A
monolingual,llama-3-instruct,all,vi,10.00%,N/A
monolingual,llama-3-instruct,all,all,46.01%,93.01%
crosslingual,mistral-8x7b,complex_prompts,ar,41.24%,75.00%
crosslingual,mistral-8x7b,complex_prompts,de,56.25%,N/A
crosslingual,mistral-8x7b,complex_prompts,es,57.29%,N/A
crosslingual,mistral-8x7b,complex_prompts,fr,55.91%,N/A
crosslingual,mistral-8x7b,complex_prompts,hi,37.50%,66.67%
crosslingual,mistral-8x7b,complex_prompts,id,57.45%,N/A
crosslingual,mistral-8x7b,complex_prompts,it,62.89%,N/A
crosslingual,mistral-8x7b,complex_prompts,ja,40.62%,30.77%
crosslingual,mistral-8x7b,complex_prompts,ko,38.95%,64.86%
crosslingual,mistral-8x7b,complex_prompts,pt,55.21%,N/A
crosslingual,mistral-8x7b,complex_prompts,ru,53.26%,69.39%
crosslingual,mistral-8x7b,complex_prompts,tr,48.96%,N/A
crosslingual,mistral-8x7b,complex_prompts,vi,56.25%,N/A
crosslingual,mistral-8x7b,complex_prompts,zh,36.36%,58.33%
crosslingual,mistral-8x7b,okapi,ar,70.00%,84.29%
crosslingual,mistral-8x7b,okapi,de,89.00%,N/A
crosslingual,mistral-8x7b,okapi,es,90.00%,N/A
crosslingual,mistral-8x7b,okapi,fr,92.00%,N/A
crosslingual,mistral-8x7b,okapi,hi,35.00%,85.71%
crosslingual,mistral-8x7b,okapi,id,74.00%,N/A
crosslingual,mistral-8x7b,okapi,it,96.00%,N/A
crosslingual,mistral-8x7b,okapi,ja,63.00%,65.08%
crosslingual,mistral-8x7b,okapi,ko,60.00%,66.67%
crosslingual,mistral-8x7b,okapi,pt,93.00%,N/A
crosslingual,mistral-8x7b,okapi,ru,79.00%,87.34%
crosslingual,mistral-8x7b,okapi,tr,87.00%,N/A
crosslingual,mistral-8x7b,okapi,vi,88.00%,N/A
crosslingual,mistral-8x7b,okapi,zh,67.00%,65.67%
crosslingual,mistral-8x7b,sharegpt,ar,66.00%,69.70%
crosslingual,mistral-8x7b,sharegpt,de,84.00%,N/A
crosslingual,mistral-8x7b,sharegpt,es,90.00%,N/A
crosslingual,mistral-8x7b,sharegpt,fr,89.00%,N/A
crosslingual,mistral-8x7b,sharegpt,hi,45.00%,62.22%
crosslingual,mistral-8x7b,sharegpt,id,87.00%,N/A
crosslingual,mistral-8x7b,sharegpt,it,96.00%,N/A
crosslingual,mistral-8x7b,sharegpt,ja,70.00%,58.57%
crosslingual,mistral-8x7b,sharegpt,ko,71.72%,70.42%
crosslingual,mistral-8x7b,sharegpt,pt,90.00%,N/A
crosslingual,mistral-8x7b,sharegpt,ru,85.00%,84.71%
crosslingual,mistral-8x7b,sharegpt,tr,92.00%,N/A
crosslingual,mistral-8x7b,sharegpt,vi,83.00%,N/A
crosslingual,mistral-8x7b,sharegpt,zh,69.00%,62.32%
crosslingual,mistral-8x7b,complex_prompts,all,49.87%,60.84%
crosslingual,mistral-8x7b,okapi,all,77.36%,75.79%
crosslingual,mistral-8x7b,sharegpt,all,79.84%,67.99%
crosslingual,mistral-8x7b,all,ar,59.08%,76.33%
crosslingual,mistral-8x7b,all,de,76.42%,N/A
crosslingual,mistral-8x7b,all,es,79.10%,N/A
crosslingual,mistral-8x7b,all,fr,78.97%,N/A
crosslingual,mistral-8x7b,all,hi,39.17%,71.53%
crosslingual,mistral-8x7b,all,id,72.82%,N/A
crosslingual,mistral-8x7b,all,it,84.96%,N/A
crosslingual,mistral-8x7b,all,ja,57.88%,51.47%
crosslingual,mistral-8x7b,all,ko,56.89%,67.32%
crosslingual,mistral-8x7b,all,pt,79.40%,N/A
crosslingual,mistral-8x7b,all,ru,72.42%,80.48%
crosslingual,mistral-8x7b,all,tr,75.99%,N/A
crosslingual,mistral-8x7b,all,vi,75.75%,N/A
crosslingual,mistral-8x7b,all,zh,57.45%,62.11%
crosslingual,mistral-8x7b,all,all,69.02%,68.21%
monolingual,mistral-8x7b,aya_human_annotated,ar,48.42%,91.30%
monolingual,mistral-8x7b,aya_human_annotated,en,100.00%,N/A
monolingual,mistral-8x7b,aya_human_annotated,pt,93.00%,N/A
monolingual,mistral-8x7b,aya_human_annotated,tr,90.00%,N/A
monolingual,mistral-8x7b,aya_human_annotated,zh,60.00%,58.33%
monolingual,mistral-8x7b,dolly_human_edited,ar,50.00%,82.00%
monolingual,mistral-8x7b,dolly_human_edited,es,97.00%,N/A
monolingual,mistral-8x7b,dolly_human_edited,fr,96.00%,N/A
monolingual,mistral-8x7b,dolly_human_edited,hi,71.00%,78.87%
monolingual,mistral-8x7b,dolly_human_edited,ru,65.00%,83.08%
monolingual,mistral-8x7b,native_prompts,es,91.00%,N/A
monolingual,mistral-8x7b,native_prompts,fr,94.00%,N/A
monolingual,mistral-8x7b,native_prompts,ja,66.67%,68.18%
monolingual,mistral-8x7b,native_prompts,ko,61.22%,61.67%
monolingual,mistral-8x7b,okapi,ar,46.46%,84.78%
monolingual,mistral-8x7b,okapi,de,90.91%,N/A
monolingual,mistral-8x7b,okapi,en,99.00%,N/A
monolingual,mistral-8x7b,okapi,es,80.00%,N/A
monolingual,mistral-8x7b,okapi,fr,96.00%,N/A
monolingual,mistral-8x7b,okapi,id,58.00%,N/A
monolingual,mistral-8x7b,okapi,it,72.00%,N/A
monolingual,mistral-8x7b,okapi,pt,77.00%,N/A
monolingual,mistral-8x7b,okapi,vi,57.00%,N/A
monolingual,mistral-8x7b,okapi,zh,31.00%,70.97%
monolingual,mistral-8x7b,aya_human_annotated,all,78.28%,74.82%
monolingual,mistral-8x7b,dolly_human_edited,all,75.80%,81.32%
monolingual,mistral-8x7b,native_prompts,all,78.22%,64.92%
monolingual,mistral-8x7b,okapi,all,70.74%,77.88%
monolingual,mistral-8x7b,all,ar,48.30%,86.03%
monolingual,mistral-8x7b,all,en,99.50%,N/A
monolingual,mistral-8x7b,all,pt,85.00%,N/A
monolingual,mistral-8x7b,all,tr,90.00%,N/A
monolingual,mistral-8x7b,all,zh,45.50%,64.65%
monolingual,mistral-8x7b,all,es,89.33%,N/A
monolingual,mistral-8x7b,all,fr,95.33%,N/A
monolingual,mistral-8x7b,all,hi,71.00%,78.87%
monolingual,mistral-8x7b,all,ru,65.00%,83.08%
monolingual,mistral-8x7b,all,ja,66.67%,68.18%
monolingual,mistral-8x7b,all,ko,61.22%,61.67%
monolingual,mistral-8x7b,all,de,90.91%,N/A
monolingual,mistral-8x7b,all,id,58.00%,N/A
monolingual,mistral-8x7b,all,it,72.00%,N/A
monolingual,mistral-8x7b,all,vi,57.00%,N/A
monolingual,mistral-8x7b,all,all,72.98%,73.75%
crosslingual,command-r-plus-base,complex_prompts,ar,0.00%,100.00%
crosslingual,command-r-plus-base,complex_prompts,de,1.28%,N/A
crosslingual,command-r-plus-base,complex_prompts,es,2.56%,N/A
crosslingual,command-r-plus-base,complex_prompts,fr,1.28%,N/A
crosslingual,command-r-plus-base,complex_prompts,hi,1.22%,100.00%
crosslingual,command-r-plus-base,complex_prompts,id,2.41%,N/A
crosslingual,command-r-plus-base,complex_prompts,it,3.85%,N/A
crosslingual,command-r-plus-base,complex_prompts,ja,5.00%,100.00%
crosslingual,command-r-plus-base,complex_prompts,ko,0.00%,100.00%
crosslingual,command-r-plus-base,complex_prompts,pt,1.27%,N/A
crosslingual,command-r-plus-base,complex_prompts,ru,2.50%,100.00%
crosslingual,command-r-plus-base,complex_prompts,tr,1.25%,N/A
crosslingual,command-r-plus-base,complex_prompts,vi,0.00%,N/A
crosslingual,command-r-plus-base,complex_prompts,zh,8.54%,100.00%
crosslingual,command-r-plus-base,okapi,ar,0.00%,100.00%
crosslingual,command-r-plus-base,okapi,de,0.00%,N/A
crosslingual,command-r-plus-base,okapi,es,0.00%,N/A
crosslingual,command-r-plus-base,okapi,fr,0.00%,N/A
crosslingual,command-r-plus-base,okapi,hi,0.00%,100.00%
crosslingual,command-r-plus-base,okapi,id,0.00%,N/A
crosslingual,command-r-plus-base,okapi,it,0.00%,N/A
crosslingual,command-r-plus-base,okapi,ja,0.00%,100.00%
crosslingual,command-r-plus-base,okapi,ko,0.00%,100.00%
crosslingual,command-r-plus-base,okapi,pt,0.00%,N/A
crosslingual,command-r-plus-base,okapi,ru,1.00%,0.00%
crosslingual,command-r-plus-base,okapi,tr,0.00%,N/A
crosslingual,command-r-plus-base,okapi,vi,1.00%,N/A
crosslingual,command-r-plus-base,okapi,zh,3.00%,100.00%
crosslingual,command-r-plus-base,sharegpt,ar,0.00%,100.00%
crosslingual,command-r-plus-base,sharegpt,de,0.00%,N/A
crosslingual,command-r-plus-base,sharegpt,es,0.00%,N/A
crosslingual,command-r-plus-base,sharegpt,fr,0.00%,N/A
crosslingual,command-r-plus-base,sharegpt,hi,0.00%,100.00%
crosslingual,command-r-plus-base,sharegpt,id,0.00%,N/A
crosslingual,command-r-plus-base,sharegpt,it,0.00%,N/A
crosslingual,command-r-plus-base,sharegpt,ja,1.01%,100.00%
crosslingual,command-r-plus-base,sharegpt,ko,0.00%,100.00%
crosslingual,command-r-plus-base,sharegpt,pt,0.00%,N/A
crosslingual,command-r-plus-base,sharegpt,ru,0.00%,100.00%
crosslingual,command-r-plus-base,sharegpt,tr,0.00%,N/A
crosslingual,command-r-plus-base,sharegpt,vi,0.00%,N/A
crosslingual,command-r-plus-base,sharegpt,zh,2.04%,100.00%
crosslingual,command-r-plus-base,complex_prompts,all,2.23%,100.00%
crosslingual,command-r-plus-base,okapi,all,0.36%,83.33%
crosslingual,command-r-plus-base,sharegpt,all,0.22%,100.00%
crosslingual,command-r-plus-base,all,ar,0.00%,100.00%
crosslingual,command-r-plus-base,all,de,0.43%,N/A
crosslingual,command-r-plus-base,all,es,0.85%,N/A
crosslingual,command-r-plus-base,all,fr,0.43%,N/A
crosslingual,command-r-plus-base,all,hi,0.41%,100.00%
crosslingual,command-r-plus-base,all,id,0.80%,N/A
crosslingual,command-r-plus-base,all,it,1.28%,N/A
crosslingual,command-r-plus-base,all,ja,2.00%,100.00%
crosslingual,command-r-plus-base,all,ko,0.00%,100.00%
crosslingual,command-r-plus-base,all,pt,0.42%,N/A
crosslingual,command-r-plus-base,all,ru,1.17%,66.67%
crosslingual,command-r-plus-base,all,tr,0.42%,N/A
crosslingual,command-r-plus-base,all,vi,0.33%,N/A
crosslingual,command-r-plus-base,all,zh,4.53%,100.00%
crosslingual,command-r-plus-base,all,all,0.93%,94.44%
monolingual,command-r-plus-base,aya_human_annotated,ar,92.78%,97.78%
monolingual,command-r-plus-base,aya_human_annotated,en,98.00%,N/A
monolingual,command-r-plus-base,aya_human_annotated,pt,95.00%,N/A
monolingual,command-r-plus-base,aya_human_annotated,tr,95.00%,N/A
monolingual,command-r-plus-base,aya_human_annotated,zh,76.77%,100.00%
monolingual,command-r-plus-base,dolly_human_edited,ar,96.88%,96.77%
monolingual,command-r-plus-base,dolly_human_edited,es,85.00%,N/A
monolingual,command-r-plus-base,dolly_human_edited,fr,90.72%,N/A
monolingual,command-r-plus-base,dolly_human_edited,hi,68.69%,94.12%
monolingual,command-r-plus-base,dolly_human_edited,ru,93.55%,100.00%
monolingual,command-r-plus-base,native_prompts,es,93.75%,N/A
monolingual,command-r-plus-base,native_prompts,fr,90.62%,N/A
monolingual,command-r-plus-base,native_prompts,ja,92.71%,98.88%
monolingual,command-r-plus-base,native_prompts,ko,92.13%,100.00%
monolingual,command-r-plus-base,okapi,ar,89.90%,100.00%
monolingual,command-r-plus-base,okapi,de,71.43%,N/A
monolingual,command-r-plus-base,okapi,en,98.00%,N/A
monolingual,command-r-plus-base,okapi,es,67.01%,N/A
monolingual,command-r-plus-base,okapi,fr,78.79%,N/A
monolingual,command-r-plus-base,okapi,id,80.81%,N/A
monolingual,command-r-plus-base,okapi,it,65.00%,N/A
monolingual,command-r-plus-base,okapi,pt,64.65%,N/A
monolingual,command-r-plus-base,okapi,vi,70.71%,N/A
monolingual,command-r-plus-base,okapi,zh,48.00%,97.92%
monolingual,command-r-plus-base,aya_human_annotated,all,91.51%,98.89%
monolingual,command-r-plus-base,dolly_human_edited,all,86.97%,96.96%
monolingual,command-r-plus-base,native_prompts,all,92.30%,99.44%
monolingual,command-r-plus-base,okapi,all,73.43%,98.96%
monolingual,command-r-plus-base,all,ar,93.19%,98.18%
monolingual,command-r-plus-base,all,en,98.00%,N/A
monolingual,command-r-plus-base,all,pt,79.82%,N/A
monolingual,command-r-plus-base,all,tr,95.00%,N/A
monolingual,command-r-plus-base,all,zh,62.38%,98.96%
monolingual,command-r-plus-base,all,es,81.92%,N/A
monolingual,command-r-plus-base,all,fr,86.71%,N/A
monolingual,command-r-plus-base,all,hi,68.69%,94.12%
monolingual,command-r-plus-base,all,ru,93.55%,100.00%
monolingual,command-r-plus-base,all,ja,92.71%,98.88%
monolingual,command-r-plus-base,all,ko,92.13%,100.00%
monolingual,command-r-plus-base,all,de,71.43%,N/A
monolingual,command-r-plus-base,all,id,80.81%,N/A
monolingual,command-r-plus-base,all,it,65.00%,N/A
monolingual,command-r-plus-base,all,vi,70.71%,N/A
monolingual,command-r-plus-base,all,all,82.14%,98.36%
crosslingual,command-r-plus,complex_prompts,ar,81.05%,94.81%
crosslingual,command-r-plus,complex_prompts,de,77.66%,N/A
crosslingual,command-r-plus,complex_prompts,es,81.05%,N/A
crosslingual,command-r-plus,complex_prompts,fr,78.35%,N/A
crosslingual,command-r-plus,complex_prompts,hi,73.68%,90.00%
crosslingual,command-r-plus,complex_prompts,id,74.75%,N/A
crosslingual,command-r-plus,complex_prompts,it,83.33%,N/A
crosslingual,command-r-plus,complex_prompts,ja,85.42%,91.46%
crosslingual,command-r-plus,complex_prompts,ko,77.42%,90.28%
crosslingual,command-r-plus,complex_prompts,pt,74.47%,N/A
crosslingual,command-r-plus,complex_prompts,ru,81.05%,83.12%
crosslingual,command-r-plus,complex_prompts,tr,80.00%,N/A
crosslingual,command-r-plus,complex_prompts,vi,79.38%,N/A
crosslingual,command-r-plus,complex_prompts,zh,76.53%,92.00%
crosslingual,command-r-plus,okapi,ar,99.00%,100.00%
crosslingual,command-r-plus,okapi,de,98.00%,N/A
crosslingual,command-r-plus,okapi,es,95.00%,N/A
crosslingual,command-r-plus,okapi,fr,98.00%,N/A
crosslingual,command-r-plus,okapi,hi,96.94%,98.95%
crosslingual,command-r-plus,okapi,id,87.00%,N/A
crosslingual,command-r-plus,okapi,it,99.00%,N/A
crosslingual,command-r-plus,okapi,ja,98.00%,96.94%
crosslingual,command-r-plus,okapi,ko,96.00%,97.92%
crosslingual,command-r-plus,okapi,pt,92.00%,N/A
crosslingual,command-r-plus,okapi,ru,98.00%,91.84%
crosslingual,command-r-plus,okapi,tr,98.00%,N/A
crosslingual,command-r-plus,okapi,vi,95.00%,N/A
crosslingual,command-r-plus,okapi,zh,95.00%,98.95%
crosslingual,command-r-plus,sharegpt,ar,100.00%,99.00%
crosslingual,command-r-plus,sharegpt,de,99.00%,N/A
crosslingual,command-r-plus,sharegpt,es,99.00%,N/A
crosslingual,command-r-plus,sharegpt,fr,98.00%,N/A
crosslingual,command-r-plus,sharegpt,hi,100.00%,98.98%
crosslingual,command-r-plus,sharegpt,id,96.00%,N/A
crosslingual,command-r-plus,sharegpt,it,99.00%,N/A
crosslingual,command-r-plus,sharegpt,ja,98.00%,97.96%
crosslingual,command-r-plus,sharegpt,ko,100.00%,100.00%
crosslingual,command-r-plus,sharegpt,pt,99.00%,N/A
crosslingual,command-r-plus,sharegpt,ru,100.00%,94.00%
crosslingual,command-r-plus,sharegpt,tr,98.00%,N/A
crosslingual,command-r-plus,sharegpt,vi,99.00%,N/A
crosslingual,command-r-plus,sharegpt,zh,97.00%,95.88%
crosslingual,command-r-plus,complex_prompts,all,78.87%,90.28%
crosslingual,command-r-plus,okapi,all,96.07%,97.43%
crosslingual,command-r-plus,sharegpt,all,98.71%,97.64%
crosslingual,command-r-plus,all,ar,93.35%,97.94%
crosslingual,command-r-plus,all,de,91.55%,N/A
crosslingual,command-r-plus,all,es,91.68%,N/A
crosslingual,command-r-plus,all,fr,91.45%,N/A
crosslingual,command-r-plus,all,hi,90.21%,95.98%
crosslingual,command-r-plus,all,id,85.92%,N/A
crosslingual,command-r-plus,all,it,93.78%,N/A
crosslingual,command-r-plus,all,ja,93.81%,95.45%
crosslingual,command-r-plus,all,ko,91.14%,96.06%
crosslingual,command-r-plus,all,pt,88.49%,N/A
crosslingual,command-r-plus,all,ru,93.02%,89.65%
crosslingual,command-r-plus,all,tr,92.00%,N/A
crosslingual,command-r-plus,all,vi,91.13%,N/A
crosslingual,command-r-plus,all,zh,89.51%,95.61%
crosslingual,command-r-plus,all,all,91.22%,95.11%
monolingual,command-r-plus,aya_human_annotated,ar,100.00%,100.00%
monolingual,command-r-plus,aya_human_annotated,en,100.00%,N/A
monolingual,command-r-plus,aya_human_annotated,pt,98.00%,N/A
monolingual,command-r-plus,aya_human_annotated,tr,100.00%,N/A
monolingual,command-r-plus,aya_human_annotated,zh,97.00%,100.00%
monolingual,command-r-plus,dolly_human_edited,ar,99.00%,98.99%
monolingual,command-r-plus,dolly_human_edited,es,100.00%,N/A
monolingual,command-r-plus,dolly_human_edited,fr,100.00%,N/A
monolingual,command-r-plus,dolly_human_edited,hi,100.00%,100.00%
monolingual,command-r-plus,dolly_human_edited,ru,100.00%,98.00%
monolingual,command-r-plus,native_prompts,es,99.00%,N/A
monolingual,command-r-plus,native_prompts,fr,99.00%,N/A
monolingual,command-r-plus,native_prompts,ja,99.00%,98.99%
monolingual,command-r-plus,native_prompts,ko,100.00%,100.00%
monolingual,command-r-plus,okapi,ar,100.00%,100.00%
monolingual,command-r-plus,okapi,de,100.00%,N/A
monolingual,command-r-plus,okapi,en,100.00%,N/A
monolingual,command-r-plus,okapi,es,99.00%,N/A
monolingual,command-r-plus,okapi,fr,100.00%,N/A
monolingual,command-r-plus,okapi,id,97.00%,N/A
monolingual,command-r-plus,okapi,it,100.00%,N/A
monolingual,command-r-plus,okapi,pt,97.00%,N/A
monolingual,command-r-plus,okapi,vi,99.00%,N/A
monolingual,command-r-plus,okapi,zh,98.00%,100.00%
monolingual,command-r-plus,aya_human_annotated,all,99.00%,100.00%
monolingual,command-r-plus,dolly_human_edited,all,99.80%,99.00%
monolingual,command-r-plus,native_prompts,all,99.25%,99.49%
monolingual,command-r-plus,okapi,all,99.00%,100.00%
monolingual,command-r-plus,all,ar,99.67%,99.66%
monolingual,command-r-plus,all,en,100.00%,N/A
monolingual,command-r-plus,all,pt,97.50%,N/A
monolingual,command-r-plus,all,tr,100.00%,N/A
monolingual,command-r-plus,all,zh,97.50%,100.00%
monolingual,command-r-plus,all,es,99.33%,N/A
