LLM,source,lang,task,avg_line_weighted_entropy,avg_word_weighted_entropy,lpr,wpr
gpt-3.5-turbo,sharegpt,deu,crosslingual,0.009539024760965414,0.4394778784900919,0.95,
gpt-3.5-turbo,sharegpt,fra,crosslingual,0.042136742668899344,0.970733356867001,0.97,
gpt-3.5-turbo,sharegpt,hin,crosslingual,0.04875524591923626,0.4067115013932405,0.98,1.0
gpt-3.5-turbo,sharegpt,ind,crosslingual,0.15445199289888673,1.318684368550857,0.96,
gpt-3.5-turbo,sharegpt,ita,crosslingual,0.01937828298035635,0.892756941307381,0.98,
gpt-3.5-turbo,sharegpt,jpn,crosslingual,0.02209384801275295,0.13398960201855553,0.95,1.0
gpt-3.5-turbo,sharegpt,kor,crosslingual,0.009117724260547168,0.02610925844822918,0.97,1.0
gpt-3.5-turbo,sharegpt,por,crosslingual,0.029235619797448667,0.9488124883870773,0.95,
gpt-3.5-turbo,sharegpt,rus,crosslingual,0.0202341371500758,0.5285452073803971,0.98,0.99
gpt-3.5-turbo,sharegpt,spa,crosslingual,0.04744849211684283,0.8492315878045846,0.98,
gpt-3.5-turbo,sharegpt,tur,crosslingual,0.013302665344476345,0.3860110989573186,0.97,
gpt-3.5-turbo,sharegpt,vie,crosslingual,0.009562886365655464,0.28411437434151415,0.97,
gpt-3.5-turbo,sharegpt,zho,crosslingual,0.01367658639082075,0.04143550338585641,0.96,1.0
gpt-4-turbo,aya-human-annotated,ara,monolingual,0.0,0.16098346066650904,,
gpt-4-turbo,aya-human-annotated,eng,monolingual,0.02889359264617023,0.28484773591486406,,
gpt-4-turbo,aya-human-annotated,por,monolingual,0.01625916719214188,1.0233990895928646,,
gpt-4-turbo,aya-human-annotated,tur,monolingual,0.0,0.493219658340484,,
gpt-4-turbo,aya-human-annotated,zho,monolingual,0.012554823251787535,0.21665153042942495,,
gpt-4-turbo,complex-prompts,ara,crosslingual,0.15943404125148944,0.3721910693239267,,
gpt-4-turbo,complex-prompts,deu,crosslingual,0.1819233851031328,0.7244420593387398,,
gpt-4-turbo,complex-prompts,fra,crosslingual,0.18797470314168666,1.194395927346823,,
gpt-4-turbo,complex-prompts,hin,crosslingual,0.207798554500584,0.5636526051765613,,
gpt-4-turbo,complex-prompts,ind,crosslingual,0.35010949482757014,1.3859656614677918,,
gpt-4-turbo,complex-prompts,ita,crosslingual,0.25327188306356635,1.126432275824872,,
gpt-4-turbo,complex-prompts,jpn,crosslingual,0.1567978255502231,0.4571812384383187,,
gpt-4-turbo,complex-prompts,kor,crosslingual,0.15272824715004968,0.2305488844502136,,
gpt-4-turbo,complex-prompts,por,crosslingual,0.1899020638179265,1.0890045958226,,
gpt-4-turbo,complex-prompts,rus,crosslingual,0.18942055246167938,0.8008767520169593,,
gpt-4-turbo,complex-prompts,spa,crosslingual,0.20948825627693568,1.040504760214429,,
gpt-4-turbo,complex-prompts,tur,crosslingual,0.1804379317360852,0.6663213596087415,,
gpt-4-turbo,complex-prompts,vie,crosslingual,0.18356200597294972,0.4728851857335216,,
gpt-4-turbo,complex-prompts,zho,crosslingual,0.1748335397114822,0.48243790249891977,,
gpt-4-turbo,dolly-human-edited,ara,monolingual,0.0,0.11162713611778513,,
gpt-4-turbo,dolly-human-edited,fra,monolingual,0.039729503273522995,0.8653987262084921,,
gpt-4-turbo,dolly-human-edited,hin,monolingual,0.06393093923859013,0.4232339010438962,,
gpt-4-turbo,dolly-human-edited,rus,monolingual,0.06357884185320678,0.6206203544017233,,
gpt-4-turbo,dolly-human-edited,spa,monolingual,0.03922373497550983,0.947830024814773,,
gpt-4-turbo,native-prompts,fra,monolingual,0.06166017469214188,0.8426014497962266,,
gpt-4-turbo,native-prompts,jpn,monolingual,0.008309249544901557,0.030705926245763716,,
gpt-4-turbo,native-prompts,kor,monolingual,0.0,0.014565187733674309,,
gpt-4-turbo,native-prompts,spa,monolingual,0.07791874080672102,0.9337190904501103,,
gpt-4-turbo,okapi,ara,crosslingual,0.028380814086780753,0.1671810809185493,0.94,1.0
gpt-4-turbo,okapi,ara,monolingual,0.0,0.13401600081289286,1.0,1.0
gpt-4-turbo,okapi,deu,crosslingual,0.029004764290390242,0.4321888909486971,0.99,
gpt-4-turbo,okapi,deu,monolingual,0.0316284601616757,0.42414884571611994,1.0,
gpt-4-turbo,okapi,eng,monolingual,0.07542196803728078,0.28959435934064887,1.0,
gpt-4-turbo,okapi,fra,crosslingual,0.009629188094851424,0.9045142680905441,0.95,
gpt-4-turbo,okapi,fra,monolingual,0.050933495543940166,0.8887392550764432,0.99,
gpt-4-turbo,okapi,hin,crosslingual,0.1436095987426809,0.4372489901258986,0.99,1.0
gpt-4-turbo,okapi,ind,crosslingual,0.21194037491501944,1.3747380141234842,0.93,
gpt-4-turbo,okapi,ind,monolingual,0.2289262136533631,1.2823099590618363,0.96,
gpt-4-turbo,okapi,ita,crosslingual,0.03168172925811476,0.9504850328837737,0.99,
gpt-4-turbo,okapi,ita,monolingual,0.00505145728861651,0.9283932616908699,0.99,
gpt-4-turbo,okapi,jpn,crosslingual,0.05020740760692013,0.19830322982866316,0.93,0.99
gpt-4-turbo,okapi,kor,crosslingual,0.015240721350501009,0.07060742684590464,0.95,1.0
gpt-4-turbo,okapi,por,crosslingual,0.04518334109968847,1.0133621610404802,0.96,
gpt-4-turbo,okapi,por,monolingual,0.02933973375847633,0.9401451819004896,0.96,
gpt-4-turbo,okapi,rus,crosslingual,0.027858322638395442,0.5332188951157867,0.98,1.0
gpt-4-turbo,okapi,spa,crosslingual,0.03740303129986431,0.9596353377745896,0.98,
gpt-4-turbo,okapi,spa,monolingual,0.023165277303331427,0.9551888671607499,1.0,
gpt-4-turbo,okapi,tur,crosslingual,0.01555614978793175,0.5894055572369374,0.98,
gpt-4-turbo,okapi,vie,crosslingual,0.013289412175593387,0.3844969102634995,0.99,
gpt-4-turbo,okapi,vie,monolingual,0.0033290869142097268,0.3217458656776685,1.0,
gpt-4-turbo,okapi,zho,crosslingual,0.015630300730806762,0.10014900470045811,0.97,1.0
gpt-4-turbo,okapi,zho,monolingual,0.0033290869142097268,0.0408205327734921,0.99,1.0
gpt-4-turbo,sharegpt,ara,crosslingual,0.011911634436291283,0.22609995994895718,0.96,0.99
gpt-4-turbo,sharegpt,deu,crosslingual,0.022532130774077404,0.42044251587534637,0.97,
gpt-4-turbo,sharegpt,fra,crosslingual,0.018843106241890735,0.9087291081752017,0.97,
gpt-4-turbo,sharegpt,hin,crosslingual,0.13231789974500777,0.5211398796989432,0.97,1.0
gpt-4-turbo,sharegpt,ind,crosslingual,0.2109045847474913,1.2745384880517785,0.94,
gpt-4-turbo,sharegpt,ita,crosslingual,0.015576797363787902,0.8901312085080755,0.97,
gpt-4-turbo,sharegpt,jpn,crosslingual,0.08717943365930647,0.24804934286908803,0.93,1.0
gpt-4-turbo,sharegpt,kor,crosslingual,0.011911634436291283,0.053510724435697064,0.96,1.0
gpt-4-turbo,sharegpt,por,crosslingual,0.037748990519888365,0.9522277498081645,1.0,
gpt-4-turbo,sharegpt,rus,crosslingual,0.045664324862150794,0.5932941680115149,0.95,0.98
gpt-4-turbo,sharegpt,spa,crosslingual,0.039932883529281496,0.8854191139024208,0.99,
gpt-4-turbo,sharegpt,tur,crosslingual,0.023823268872582567,0.4146118265696332,0.97,
gpt-4-turbo,sharegpt,vie,crosslingual,0.025774578047490188,0.36918000524018674,0.94,
gpt-4-turbo,sharegpt,zho,crosslingual,0.009165103714621009,0.18012337061003714,0.98,1.0
llama-2-instruct,aya-human-annotated,ara,monolingual,0.1737975635061165,0.7485890957730649,,
llama-2-instruct,aya-human-annotated,eng,monolingual,0.022913264957592362,0.2551423830503402,,
llama-2-instruct,aya-human-annotated,por,monolingual,0.04533688947051037,1.011267038107997,,
llama-2-instruct,aya-human-annotated,tur,monolingual,0.13474188585575153,1.2332596150564055,,
llama-2-instruct,aya-human-annotated,zho,monolingual,0.07838828694925165,0.8132170389705763,,
llama-2-instruct,complex-prompts,ara,crosslingual,0.30013801149292907,0.6141936580173014,,
llama-2-instruct,complex-prompts,deu,crosslingual,0.43823182065932925,1.127582337234963,,
llama-2-instruct,complex-prompts,fra,crosslingual,0.29453278693080837,1.6177710800024527,,
llama-2-instruct,complex-prompts,hin,crosslingual,0.35662580601648664,0.8903471616888718,,
llama-2-instruct,complex-prompts,ind,crosslingual,0.40236457371937956,1.1313654327913107,,
llama-2-instruct,complex-prompts,ita,crosslingual,0.39135263918410595,1.2054162387062617,,
llama-2-instruct,complex-prompts,jpn,crosslingual,0.33489432725510243,0.9218646303774586,,
llama-2-instruct,complex-prompts,kor,crosslingual,0.34756908871757214,0.7025291372813881,,
llama-2-instruct,complex-prompts,por,crosslingual,0.29168655058498977,1.1160343409174922,,
llama-2-instruct,complex-prompts,rus,crosslingual,0.2704628020747924,0.7996978748543061,,
llama-2-instruct,complex-prompts,spa,crosslingual,0.23207267296943765,0.9236140733965423,,
llama-2-instruct,complex-prompts,tur,crosslingual,0.22387483326590607,0.595848391849101,,
llama-2-instruct,complex-prompts,vie,crosslingual,0.29919399294098536,0.6267744749833443,,
llama-2-instruct,complex-prompts,zho,crosslingual,0.3379730058090538,0.8970363983288048,,
llama-2-instruct,dolly-human-edited,ara,monolingual,0.04838373064391214,0.6006968588057052,,
llama-2-instruct,dolly-human-edited,fra,monolingual,0.07766738096101714,1.0739097184482065,,
llama-2-instruct,dolly-human-edited,hin,monolingual,0.12787728031956466,0.5676285788279919,,
llama-2-instruct,dolly-human-edited,rus,monolingual,0.07043888201272862,0.693870400550044,,
llama-2-instruct,dolly-human-edited,spa,monolingual,0.05713570187395522,0.9231658465410146,,
llama-2-instruct,native-prompts,fra,monolingual,0.0628762318650408,1.0077384134919938,,
llama-2-instruct,native-prompts,jpn,monolingual,0.07837918501967801,0.5228900621948476,,
llama-2-instruct,native-prompts,kor,monolingual,0.050129355443762166,0.3959621503327421,,
llama-2-instruct,native-prompts,spa,monolingual,0.04675447681278756,0.9162019542216718,,
llama-2-instruct,okapi,ara,crosslingual,0.5574178821555943,0.7932647311024068,0.12,1.0
llama-2-instruct,okapi,ara,monolingual,0.2918200393672934,0.3240177332637252,0.0,1.0
llama-2-instruct,okapi,deu,crosslingual,0.22033914497507115,0.8640697915170089,0.54,
llama-2-instruct,okapi,deu,monolingual,0.14375224892581215,0.8092000163789111,0.59,
llama-2-instruct,okapi,eng,monolingual,0.046490744017057495,0.23694642050975845,0.99,
llama-2-instruct,okapi,fra,crosslingual,0.08162663216346693,1.1659100238368476,0.79,
llama-2-instruct,okapi,fra,monolingual,0.07813365615778853,1.080702530699446,0.83,
llama-2-instruct,okapi,hin,crosslingual,0.3506569112771921,1.0377485146753282,0.19,0.84
llama-2-instruct,okapi,ind,crosslingual,0.40517708962591237,1.5003665188435837,0.58,
llama-2-instruct,okapi,ind,monolingual,0.2998647360540661,1.2861815078035213,0.62,
llama-2-instruct,okapi,ita,crosslingual,0.25006690879407445,1.1744028756133194,0.76,
llama-2-instruct,okapi,ita,monolingual,0.1500203384200108,1.010873977655632,0.72,
llama-2-instruct,okapi,jpn,crosslingual,0.24090627636806006,1.0523966095646622,0.13,1.0
llama-2-instruct,okapi,kor,crosslingual,0.4637865638464899,0.9327318558715237,0.04,1.0
llama-2-instruct,okapi,por,crosslingual,0.16034040255359408,1.090284692673317,0.84,
llama-2-instruct,okapi,por,monolingual,0.06838951630567998,0.9887929762625843,0.85,
llama-2-instruct,okapi,rus,crosslingual,0.15364840691770587,0.7509531731890546,0.43,0.86
llama-2-instruct,okapi,spa,crosslingual,0.06471618431250564,1.06190006208881,0.91,
llama-2-instruct,okapi,spa,monolingual,0.06053974639567362,0.9377075767655326,0.92,
llama-2-instruct,okapi,tur,crosslingual,0.2258649028093755,0.7303189057743755,0.29,
llama-2-instruct,okapi,vie,crosslingual,0.24464798317634373,0.6657783841505283,0.36,
llama-2-instruct,okapi,vie,monolingual,0.2501277605046898,0.5747715209989976,0.17,
llama-2-instruct,okapi,zho,crosslingual,0.2859660301233856,1.266567675948287,0.1,0.7
llama-2-instruct,okapi,zho,monolingual,0.14425624683938945,0.384486335803614,0.03,1.0
llama-2-instruct,sharegpt,ara,crosslingual,0.25813304839460555,0.6713689941714094,0.13,0.92
llama-2-instruct,sharegpt,deu,crosslingual,0.1384983407993386,0.9550425580820948,0.66,
llama-2-instruct,sharegpt,fra,crosslingual,0.0790603268491635,1.0651765228730947,0.87,
llama-2-instruct,sharegpt,hin,crosslingual,0.3256895379850583,0.8523911562263955,0.31,0.87
llama-2-instruct,sharegpt,ind,crosslingual,0.22227017024986598,1.26316974461174,0.58,
llama-2-instruct,sharegpt,ita,crosslingual,0.05768574334729434,1.095019874507829,0.84,
llama-2-instruct,sharegpt,jpn,crosslingual,0.3940556421456735,1.4848579507723403,0.2,0.8
llama-2-instruct,sharegpt,kor,crosslingual,0.2608299583301699,0.7853019382652106,0.05,0.6
llama-2-instruct,sharegpt,por,crosslingual,0.15464712896360922,0.9815216286511099,0.89,
llama-2-instruct,sharegpt,rus,crosslingual,0.23169509398188157,0.8147273028400354,0.42,0.76
llama-2-instruct,sharegpt,spa,crosslingual,0.1048129103437368,0.8609438825574114,0.84,
llama-2-instruct,sharegpt,tur,crosslingual,0.23418332085134694,0.7623868422458331,0.28,
llama-2-instruct,sharegpt,vie,crosslingual,0.2157228764398745,0.6269938437354754,0.19,
llama-2-instruct,sharegpt,zho,crosslingual,0.22106576553998075,1.163023008132802,0.18,0.78
llama-3-instruct,aya-human-annotated,ara,monolingual,0.28983742172987087,1.0906297141616474,,
llama-3-instruct,aya-human-annotated,eng,monolingual,0.025802255054316464,0.2943497143344204,,
llama-3-instruct,aya-human-annotated,por,monolingual,0.08712327905741478,0.9678617423962208,,
llama-3-instruct,aya-human-annotated,tur,monolingual,0.20085137874796222,1.5459074344826818,,
llama-3-instruct,aya-human-annotated,zho,monolingual,0.2005692386425074,1.3633770359826687,,
llama-3-instruct,complex-prompts,ara,crosslingual,0.6762306099126082,0.9504527932586353,,
llama-3-instruct,complex-prompts,deu,crosslingual,0.6487986444892352,1.0433192348714866,,
llama-3-instruct,complex-prompts,fra,crosslingual,0.6685244608913259,1.427440487189312,,
llama-3-instruct,complex-prompts,hin,crosslingual,0.721622522095756,0.983533471193957,,
llama-3-instruct,complex-prompts,ind,crosslingual,0.7532301845717229,1.502040446308324,,
llama-3-instruct,complex-prompts,ita,crosslingual,0.682719117397226,1.4955251155846063,,
llama-3-instruct,complex-prompts,jpn,crosslingual,0.5163856432904272,1.0430716570761485,,
llama-3-instruct,complex-prompts,kor,crosslingual,0.3609988178306855,0.5582123310475509,,
llama-3-instruct,complex-prompts,por,crosslingual,0.5969628243882893,1.4511904794242911,,
llama-3-instruct,complex-prompts,rus,crosslingual,0.6979906755052335,1.3106933121920261,,
llama-3-instruct,complex-prompts,spa,crosslingual,0.6063192628668853,1.3109762173899187,,
llama-3-instruct,complex-prompts,tur,crosslingual,0.7388297913302259,1.0308688949637543,,
llama-3-instruct,complex-prompts,vie,crosslingual,0.7590091509344815,0.900170855383711,,
llama-3-instruct,complex-prompts,zho,crosslingual,0.524596163478359,1.000428667686309,,
llama-3-instruct,dolly-human-edited,ara,monolingual,0.1583814096025652,0.6460565295783153,,
llama-3-instruct,dolly-human-edited,fra,monolingual,0.036208857223225206,0.9871046530273297,,
llama-3-instruct,dolly-human-edited,hin,monolingual,0.1719665188532839,0.6830636413396438,,
llama-3-instruct,dolly-human-edited,rus,monolingual,0.09548520157011843,0.6324602683810917,,
llama-3-instruct,dolly-human-edited,spa,monolingual,0.06095295321487487,0.9262169745081628,,
llama-3-instruct,native-prompts,fra,monolingual,0.06352356838404902,1.1909292136430514,,
llama-3-instruct,native-prompts,jpn,monolingual,0.15790236344546627,0.6016758059334963,,
llama-3-instruct,native-prompts,kor,monolingual,0.17204961825034906,0.8120217512320206,,
llama-3-instruct,native-prompts,spa,monolingual,0.06045232464999456,0.9323262421357932,,
llama-3-instruct,okapi,ara,crosslingual,0.4341250360852387,0.6167821267707707,0.34,0.97
llama-3-instruct,okapi,ara,monolingual,0.11562884524268272,0.33463080409760226,0.23,1.0
llama-3-instruct,okapi,deu,crosslingual,0.3346158439280736,0.6972038285865857,0.38,
llama-3-instruct,okapi,deu,monolingual,0.055593303020943764,0.8991533225816372,0.31,
llama-3-instruct,okapi,eng,monolingual,0.04178584768155156,0.275316946421598,1.0,
llama-3-instruct,okapi,fra,crosslingual,0.2397774922721628,1.0365742085922327,0.68,
llama-3-instruct,okapi,fra,monolingual,0.04529780122927015,0.9776752243459381,0.9,
llama-3-instruct,okapi,hin,crosslingual,0.551054234507736,0.7615621975261565,0.55,0.98
llama-3-instruct,okapi,ind,crosslingual,0.7550254142711045,1.58996298971945,0.27,
llama-3-instruct,okapi,ind,monolingual,0.14124869073916227,0.8658824806331448,0.21,
llama-3-instruct,okapi,ita,crosslingual,0.3277815935193062,1.257776724489136,0.44,
llama-3-instruct,okapi,ita,monolingual,0.02999113534280805,1.0139274662117392,0.88,
llama-3-instruct,okapi,jpn,crosslingual,0.4599917515072388,0.6738698997898753,0.0,1.0
llama-3-instruct,okapi,kor,crosslingual,0.39317913965252005,0.2025457853349816,0.0,1.0
llama-3-instruct,okapi,por,crosslingual,0.2601628400375813,1.1831725340689077,0.68,
llama-3-instruct,okapi,por,monolingual,0.04371823889349219,1.0376728981213474,0.97,
llama-3-instruct,okapi,rus,crosslingual,0.3516876608900803,0.8827875978086317,0.47,0.98
llama-3-instruct,okapi,spa,crosslingual,0.19614041264746196,1.0631217997804243,0.72,
llama-3-instruct,okapi,spa,monolingual,0.04582906925514507,0.9694744749141065,0.99,
llama-3-instruct,okapi,tur,crosslingual,0.5091633527187593,0.9505283012980194,0.13,
llama-3-instruct,okapi,vie,crosslingual,0.42459209861877206,0.6656379520778707,0.24,
llama-3-instruct,okapi,vie,monolingual,0.141600592271279,0.48269289816576183,0.1,
llama-3-instruct,okapi,zho,crosslingual,0.2975602642941014,0.49904342211935115,0.0,1.0
llama-3-instruct,okapi,zho,monolingual,0.10304291498886743,0.4264436367854547,0.01,1.0
llama-3-instruct,sharegpt,ara,crosslingual,0.4496371494286165,0.9010306623013884,0.38,0.95
llama-3-instruct,sharegpt,deu,crosslingual,0.2843976137695822,0.7582782010407522,0.45,
llama-3-instruct,sharegpt,fra,crosslingual,0.26354889345688326,1.1693394144684153,0.58,
llama-3-instruct,sharegpt,hin,crosslingual,0.386675867515236,0.8747591003302108,0.59,0.95
llama-3-instruct,sharegpt,ind,crosslingual,0.5721694447896287,1.4901157765496729,0.37,
llama-3-instruct,sharegpt,ita,crosslingual,0.28659145470960357,1.2046478790300106,0.45,
llama-3-instruct,sharegpt,jpn,crosslingual,0.4703558259921206,0.765570305596754,0.041,0.75
llama-3-instruct,sharegpt,kor,crosslingual,0.3788497422059484,0.2698615195721897,0.023,1.0
llama-3-instruct,sharegpt,por,crosslingual,0.19376423650504254,1.105153555782219,0.71,
llama-3-instruct,sharegpt,rus,crosslingual,0.29879902100764677,1.0797498194184163,0.5,0.86
llama-3-instruct,sharegpt,spa,crosslingual,0.15526704568494298,1.0356536998578643,0.75,
llama-3-instruct,sharegpt,tur,crosslingual,0.46067557256344344,0.8891200763675404,0.3,
llama-3-instruct,sharegpt,vie,crosslingual,0.4244924233024075,0.6726453738259193,0.25,
llama-3-instruct,sharegpt,zho,crosslingual,0.339443342030232,0.675088002674339,0.13,0.77
mistral-8x7b,aya-human-annotated,ara,monolingual,0.0668663197506561,0.4606445014039792,,
mistral-8x7b,aya-human-annotated,eng,monolingual,0.01719251855138629,0.26977253726564265,,
mistral-8x7b,aya-human-annotated,por,monolingual,0.03792079511978717,1.0361055928706653,,
mistral-8x7b,aya-human-annotated,tur,monolingual,0.025184892599012795,0.6763388696734245,,
mistral-8x7b,aya-human-annotated,zho,monolingual,0.08710042067153574,1.216073404798882,,
mistral-8x7b,complex-prompts,ara,crosslingual,0.1935173152755682,0.5217168781883008,,
mistral-8x7b,complex-prompts,deu,crosslingual,0.3043586669706179,0.7617884273909666,,
mistral-8x7b,complex-prompts,fra,crosslingual,0.3105168439206241,1.2405044491086068,,
mistral-8x7b,complex-prompts,hin,crosslingual,0.2665471532860812,0.8431726925189444,,
mistral-8x7b,complex-prompts,ind,crosslingual,0.3172153868968447,1.1944180782064067,,
mistral-8x7b,complex-prompts,ita,crosslingual,0.263697051115282,1.0710966266786264,,
mistral-8x7b,complex-prompts,jpn,crosslingual,0.2509026318526483,0.8900067249194924,,
mistral-8x7b,complex-prompts,kor,crosslingual,0.2211293611364241,0.6211134098439927,,
mistral-8x7b,complex-prompts,por,crosslingual,0.26572739427448394,1.0541524260848416,,
mistral-8x7b,complex-prompts,rus,crosslingual,0.19549228832692686,0.7862721498423317,,
mistral-8x7b,complex-prompts,spa,crosslingual,0.2715107993071149,1.1274655787739782,,
mistral-8x7b,complex-prompts,tur,crosslingual,0.23266027718704863,0.7252519135450948,,
mistral-8x7b,complex-prompts,vie,crosslingual,0.25551984526418825,0.6204249983001295,,
mistral-8x7b,complex-prompts,zho,crosslingual,0.2718384784641442,0.7303273381276963,,
mistral-8x7b,dolly-human-edited,ara,monolingual,0.05469174732873782,0.45741223443664725,,
mistral-8x7b,dolly-human-edited,fra,monolingual,0.04322883017351788,1.005361041850598,,
mistral-8x7b,dolly-human-edited,hin,monolingual,0.054004676319079944,0.6105792242933337,,
mistral-8x7b,dolly-human-edited,rus,monolingual,0.04139568888543146,0.6947191402832017,,
mistral-8x7b,dolly-human-edited,spa,monolingual,0.018730296389805997,0.8852805061965295,,
mistral-8x7b,native-prompts,fra,monolingual,0.042582764254818654,0.9593604094009456,,
mistral-8x7b,native-prompts,jpn,monolingual,0.13937000463925103,0.8628433907000373,,
mistral-8x7b,native-prompts,kor,monolingual,0.07873772271764129,0.4959773848304602,,
mistral-8x7b,native-prompts,spa,monolingual,0.08730038670841894,0.978804636657147,,
mistral-8x7b,okapi,ara,crosslingual,0.10748690038982518,0.43704029043187703,0.7,0.84
mistral-8x7b,okapi,ara,monolingual,0.05325874021859841,0.38093603517947194,0.46,0.85
mistral-8x7b,okapi,deu,crosslingual,0.06700183423496,0.5201759909957137,0.89,
mistral-8x7b,okapi,deu,monolingual,0.02287752390999989,0.4477345376319479,0.91,
mistral-8x7b,okapi,eng,monolingual,0.06725371647998063,0.2974427531215703,0.99,
mistral-8x7b,okapi,fra,crosslingual,0.04038392877303345,0.9362888686753038,0.92,
mistral-8x7b,okapi,fra,monolingual,0.033962146171069775,0.9642816246513862,0.96,
mistral-8x7b,okapi,hin,crosslingual,0.4448171878376136,1.3675156273587297,0.35,0.86
mistral-8x7b,okapi,ind,crosslingual,0.3380964353299292,1.4423421233020672,0.74,
mistral-8x7b,okapi,ind,monolingual,0.20362956090000978,1.0134048439075882,0.58,
mistral-8x7b,okapi,ita,crosslingual,0.043161918226026295,1.0269403766709786,0.96,
mistral-8x7b,okapi,ita,monolingual,0.06453533152912047,1.0027345723360372,0.72,
mistral-8x7b,okapi,jpn,crosslingual,0.22959937577241857,1.108492853241453,0.63,0.65
mistral-8x7b,okapi,kor,crosslingual,0.19286576021923266,0.843786493604173,0.6,0.67
mistral-8x7b,okapi,por,crosslingual,0.049536505732371366,1.0531924315630756,0.93,
mistral-8x7b,okapi,por,monolingual,0.11886635312581495,0.9131451423983954,0.77,
mistral-8x7b,okapi,rus,crosslingual,0.09922053080794567,0.8185502855240172,0.79,0.87
mistral-8x7b,okapi,spa,crosslingual,0.04514232433129621,0.9910463469612941,0.9,
mistral-8x7b,okapi,spa,monolingual,0.04684814115039947,0.88303980155586,0.8,
mistral-8x7b,okapi,tur,crosslingual,0.04656899346428855,0.5892722172005292,0.87,
mistral-8x7b,okapi,vie,crosslingual,0.0605687977074391,0.4858670380668943,0.88,
mistral-8x7b,okapi,vie,monolingual,0.10374288660232692,0.4133510692085064,0.57,
mistral-8x7b,okapi,zho,crosslingual,0.08655505611535226,0.7114381780469557,0.67,0.66
mistral-8x7b,okapi,zho,monolingual,0.13603915189530474,0.5547581758476281,0.31,0.71
mistral-8x7b,sharegpt,ara,crosslingual,0.15070091788936363,0.7813797863267592,0.66,0.7
mistral-8x7b,sharegpt,deu,crosslingual,0.10332907585253208,0.578870707561324,0.84,
mistral-8x7b,sharegpt,fra,crosslingual,0.05127797396681879,0.9759905811301082,0.89,
mistral-8x7b,sharegpt,hin,crosslingual,0.2046237132735321,1.0942860760247233,0.45,0.62
mistral-8x7b,sharegpt,ind,crosslingual,0.20302421149099048,1.362346569857463,0.87,
mistral-8x7b,sharegpt,ita,crosslingual,0.0658358898625634,0.9448615264288914,0.96,
mistral-8x7b,sharegpt,jpn,crosslingual,0.11258351120795089,0.8576148367893752,0.7,0.59
mistral-8x7b,sharegpt,kor,crosslingual,0.10896055611292628,0.48400711960980286,0.72,0.7
mistral-8x7b,sharegpt,por,crosslingual,0.07123235119542908,0.9484701417896961,0.9,
mistral-8x7b,sharegpt,rus,crosslingual,0.09635717257810075,0.6920158431878889,0.85,0.85
mistral-8x7b,sharegpt,spa,crosslingual,0.08290244613232253,0.9430874475423642,0.9,
mistral-8x7b,sharegpt,tur,crosslingual,0.06763689001636233,0.5375844148411706,0.92,
mistral-8x7b,sharegpt,vie,crosslingual,0.12133251610403803,0.42328176014208474,0.83,
mistral-8x7b,sharegpt,zho,crosslingual,0.12289356621152976,0.792124581924034,0.69,0.62
mistral-large,aya-human-annotated,ara,monolingual,0.07531859731515697,0.3776625090151808,,
mistral-large,aya-human-annotated,eng,monolingual,0.020149925212295024,0.2776216552824469,,
mistral-large,aya-human-annotated,por,monolingual,0.05219234491047663,1.0373698988446578,,
mistral-large,aya-human-annotated,tur,monolingual,0.03775746444347043,0.6473020190879819,,
mistral-large,aya-human-annotated,zho,monolingual,0.019486295057386988,0.19190360201309695,,
mistral-large,complex-prompts,ara,crosslingual,0.11424030366797076,0.495795694734909,,
mistral-large,complex-prompts,deu,crosslingual,0.2062386762792908,0.7988997066254346,,
mistral-large,complex-prompts,fra,crosslingual,0.14980791197963034,1.4180258168953879,,
mistral-large,complex-prompts,hin,crosslingual,0.13970255615467073,0.6267586599383557,,
mistral-large,complex-prompts,ind,crosslingual,0.2525748811953779,1.1040669085362906,,
mistral-large,complex-prompts,ita,crosslingual,0.19836317347663224,1.0900784883026384,,
mistral-large,complex-prompts,jpn,crosslingual,0.17019664655601405,0.5934467140669493,,
mistral-large,complex-prompts,kor,crosslingual,0.1769990336894446,0.5041707152577135,,
mistral-large,complex-prompts,por,crosslingual,0.1955149760754269,0.9919550847058717,,
mistral-large,complex-prompts,rus,crosslingual,0.1817147994192967,0.8924892800284205,,
mistral-large,complex-prompts,spa,crosslingual,0.17829446768265794,1.1332033331236022,,
mistral-large,complex-prompts,tur,crosslingual,0.15056462464567974,0.6674587203892046,,
mistral-large,complex-prompts,vie,crosslingual,0.21185021659297854,0.5117456818926741,,
mistral-large,complex-prompts,zho,crosslingual,0.14279660150353254,0.5982526198351681,,
mistral-large,dolly-human-edited,ara,monolingual,0.033998645932645566,0.21388410710037126,,
mistral-large,dolly-human-edited,fra,monolingual,0.014875344480841666,0.88560683867656,,
mistral-large,dolly-human-edited,hin,monolingual,0.06627394520469576,0.4472022424597325,,
mistral-large,dolly-human-edited,rus,monolingual,0.015555149759806012,0.6190812511624005,,
mistral-large,dolly-human-edited,spa,monolingual,0.024458975397265856,0.9189461658563566,,
mistral-large,native-prompts,fra,monolingual,0.022508269169387356,0.8825767961535385,,
mistral-large,native-prompts,jpn,monolingual,0.07563806296607457,0.24839227325793697,,
mistral-large,native-prompts,kor,monolingual,0.032947837819686195,0.2568470271288893,,
