task,model,source,lang,lpr,wpr
crosslingual,llama-3-instruct,okapi,ar,0.34,0.97
crosslingual,llama-3-instruct,okapi,de,0.38,
crosslingual,llama-3-instruct,okapi,es,0.72,
crosslingual,llama-3-instruct,okapi,fr,0.68,
crosslingual,llama-3-instruct,okapi,hi,0.55,0.98
crosslingual,llama-3-instruct,okapi,id,0.27,
crosslingual,llama-3-instruct,okapi,it,0.44,
crosslingual,llama-3-instruct,okapi,ja,0.0,1.0
crosslingual,llama-3-instruct,okapi,ko,0.0,1.0
crosslingual,llama-3-instruct,okapi,pt,0.68,
crosslingual,llama-3-instruct,okapi,ru,0.47,0.98
crosslingual,llama-3-instruct,okapi,tr,0.13,
crosslingual,llama-3-instruct,okapi,vi,0.24,
crosslingual,llama-3-instruct,okapi,zh,0.0,1.0
crosslingual,llama-3-instruct,sharegpt,ar,0.38,0.95
crosslingual,llama-3-instruct,sharegpt,de,0.45,
crosslingual,llama-3-instruct,sharegpt,es,0.75,
crosslingual,llama-3-instruct,sharegpt,fr,0.58,
crosslingual,llama-3-instruct,sharegpt,hi,0.59,0.95
crosslingual,llama-3-instruct,sharegpt,id,0.37,
crosslingual,llama-3-instruct,sharegpt,it,0.45,
crosslingual,llama-3-instruct,sharegpt,ja,0.041,0.75
crosslingual,llama-3-instruct,sharegpt,ko,0.023,1.0
crosslingual,llama-3-instruct,sharegpt,pt,0.71,
crosslingual,llama-3-instruct,sharegpt,ru,0.5,0.86
crosslingual,llama-3-instruct,sharegpt,tr,0.3,
crosslingual,llama-3-instruct,sharegpt,vi,0.25,
crosslingual,llama-3-instruct,sharegpt,zh,0.13,0.77
crosslingual,llama-3-instruct,complex_prompts,all,0.16,0.96
crosslingual,llama-3-instruct,okapi,all,0.35,0.99
crosslingual,llama-3-instruct,sharegpt,all,0.39,0.88
crosslingual,llama-3-instruct,all,ar,0.31,0.96
crosslingual,llama-3-instruct,all,de,0.35,
crosslingual,llama-3-instruct,all,es,0.61,
crosslingual,llama-3-instruct,all,fr,0.53,
crosslingual,llama-3-instruct,all,hi,0.46,0.98
crosslingual,llama-3-instruct,all,id,0.25,
crosslingual,llama-3-instruct,all,it,0.36,
crosslingual,llama-3-instruct,all,ja,0.014,0.92
crosslingual,llama-3-instruct,all,ko,0.0076,1.0
crosslingual,llama-3-instruct,all,pt,0.54,
crosslingual,llama-3-instruct,all,ru,0.38,0.89
crosslingual,llama-3-instruct,all,tr,0.17,
crosslingual,llama-3-instruct,all,vi,0.19,
crosslingual,llama-3-instruct,all,zh,0.043,0.92
crosslingual,llama-3-instruct,all,all,0.3,0.94
monolingual,llama-3-instruct,aya_human_annotated,ar,0.27,1.0
monolingual,llama-3-instruct,aya_human_annotated,en,1.0,
monolingual,llama-3-instruct,aya_human_annotated,pt,0.94,
monolingual,llama-3-instruct,aya_human_annotated,tr,0.18,
monolingual,llama-3-instruct,aya_human_annotated,zh,0.15,0.87
monolingual,llama-3-instruct,dolly_human_edited,ar,0.15,0.87
monolingual,llama-3-instruct,dolly_human_edited,es,0.99,
monolingual,llama-3-instruct,dolly_human_edited,fr,0.95,
monolingual,llama-3-instruct,dolly_human_edited,hi,0.23,0.96
monolingual,llama-3-instruct,dolly_human_edited,ru,0.77,0.94
monolingual,llama-3-instruct,native_prompts,es,0.97,
monolingual,llama-3-instruct,native_prompts,fr,0.81,
monolingual,llama-3-instruct,native_prompts,ja,0.1,0.8
monolingual,llama-3-instruct,native_prompts,ko,0.0,1.0
monolingual,llama-3-instruct,okapi,ar,0.23,1.0
monolingual,llama-3-instruct,okapi,de,0.31,
monolingual,llama-3-instruct,okapi,en,1.0,
monolingual,llama-3-instruct,okapi,es,0.99,
monolingual,llama-3-instruct,okapi,fr,0.9,
monolingual,llama-3-instruct,okapi,id,0.21,
monolingual,llama-3-instruct,okapi,it,0.88,
monolingual,llama-3-instruct,okapi,pt,0.97,
monolingual,llama-3-instruct,okapi,vi,0.1,
monolingual,llama-3-instruct,okapi,zh,0.01,1.0
monolingual,llama-3-instruct,aya_human_annotated,all,0.51,0.93
monolingual,llama-3-instruct,dolly_human_edited,all,0.62,0.92
monolingual,llama-3-instruct,native_prompts,all,0.47,0.9
monolingual,llama-3-instruct,okapi,all,0.56,1.0
monolingual,llama-3-instruct,all,ar,0.22,0.96
monolingual,llama-3-instruct,all,en,1.0,
monolingual,llama-3-instruct,all,pt,0.95,
monolingual,llama-3-instruct,all,tr,0.18,
monolingual,llama-3-instruct,all,zh,0.08,0.93
monolingual,llama-3-instruct,all,es,0.98,
monolingual,llama-3-instruct,all,fr,0.89,
monolingual,llama-3-instruct,all,hi,0.23,0.96
monolingual,llama-3-instruct,all,ru,0.77,0.94
monolingual,llama-3-instruct,all,ja,0.1,0.8
monolingual,llama-3-instruct,all,ko,0.0,1.0
monolingual,llama-3-instruct,all,de,0.31,
monolingual,llama-3-instruct,all,id,0.21,
monolingual,llama-3-instruct,all,it,0.88,
monolingual,llama-3-instruct,all,vi,0.1,
monolingual,llama-3-instruct,all,all,0.46,0.93
crosslingual,mistral-8x7b,complex_prompts,ar,0.41,0.75
crosslingual,mistral-8x7b,complex_prompts,de,0.56,
crosslingual,mistral-8x7b,complex_prompts,es,0.57,
crosslingual,mistral-8x7b,complex_prompts,fr,0.56,
crosslingual,mistral-8x7b,complex_prompts,hi,0.38,0.67
crosslingual,mistral-8x7b,complex_prompts,id,0.57,
crosslingual,mistral-8x7b,complex_prompts,it,0.63,
crosslingual,mistral-8x7b,complex_prompts,ja,0.41,0.31
crosslingual,mistral-8x7b,complex_prompts,ko,0.39,0.65
crosslingual,mistral-8x7b,complex_prompts,pt,0.55,
crosslingual,mistral-8x7b,complex_prompts,ru,0.53,0.69
crosslingual,mistral-8x7b,complex_prompts,tr,0.49,
crosslingual,mistral-8x7b,complex_prompts,vi,0.56,
crosslingual,mistral-8x7b,complex_prompts,zh,0.36,0.58
crosslingual,mistral-8x7b,okapi,ar,0.7,0.84
crosslingual,mistral-8x7b,okapi,de,0.89,
crosslingual,mistral-8x7b,okapi,es,0.9,
crosslingual,mistral-8x7b,okapi,fr,0.92,
crosslingual,mistral-8x7b,okapi,hi,0.35,0.86
crosslingual,mistral-8x7b,okapi,id,0.74,
crosslingual,mistral-8x7b,okapi,it,0.96,
crosslingual,mistral-8x7b,okapi,ja,0.63,0.65
crosslingual,mistral-8x7b,okapi,ko,0.6,0.67
crosslingual,mistral-8x7b,okapi,pt,0.93,
crosslingual,mistral-8x7b,okapi,ru,0.79,0.87
crosslingual,mistral-8x7b,okapi,tr,0.87,
crosslingual,mistral-8x7b,okapi,vi,0.88,
crosslingual,mistral-8x7b,okapi,zh,0.67,0.66
crosslingual,mistral-8x7b,sharegpt,ar,0.66,0.7
crosslingual,mistral-8x7b,sharegpt,de,0.84,
crosslingual,mistral-8x7b,sharegpt,es,0.9,
crosslingual,mistral-8x7b,sharegpt,fr,0.89,
crosslingual,mistral-8x7b,sharegpt,hi,0.45,0.62
crosslingual,mistral-8x7b,sharegpt,id,0.87,
crosslingual,mistral-8x7b,sharegpt,it,0.96,
crosslingual,mistral-8x7b,sharegpt,ja,0.7,0.59
crosslingual,mistral-8x7b,sharegpt,ko,0.72,0.7
crosslingual,mistral-8x7b,sharegpt,pt,0.9,
crosslingual,mistral-8x7b,sharegpt,ru,0.85,0.85
crosslingual,mistral-8x7b,sharegpt,tr,0.92,
crosslingual,mistral-8x7b,sharegpt,vi,0.83,
crosslingual,mistral-8x7b,sharegpt,zh,0.69,0.62
crosslingual,mistral-8x7b,complex_prompts,all,0.5,0.61
crosslingual,mistral-8x7b,okapi,all,0.77,0.76
crosslingual,mistral-8x7b,sharegpt,all,0.8,0.68
crosslingual,mistral-8x7b,all,ar,0.59,0.76
crosslingual,mistral-8x7b,all,de,0.76,
crosslingual,mistral-8x7b,all,es,0.79,
crosslingual,mistral-8x7b,all,fr,0.79,
crosslingual,mistral-8x7b,all,hi,0.39,0.72
crosslingual,mistral-8x7b,all,id,0.73,
crosslingual,mistral-8x7b,all,it,0.85,
crosslingual,mistral-8x7b,all,ja,0.58,0.51
crosslingual,mistral-8x7b,all,ko,0.57,0.67
crosslingual,mistral-8x7b,all,pt,0.79,
crosslingual,mistral-8x7b,all,ru,0.72,0.8
crosslingual,mistral-8x7b,all,tr,0.76,
crosslingual,mistral-8x7b,all,vi,0.76,
crosslingual,mistral-8x7b,all,zh,0.57,0.62
crosslingual,mistral-8x7b,all,all,0.69,0.68
monolingual,mistral-8x7b,aya_human_annotated,ar,0.48,0.91
monolingual,mistral-8x7b,aya_human_annotated,en,1.0,
monolingual,mistral-8x7b,aya_human_annotated,pt,0.93,
monolingual,mistral-8x7b,aya_human_annotated,tr,0.9,
monolingual,mistral-8x7b,aya_human_annotated,zh,0.6,0.58
monolingual,mistral-8x7b,dolly_human_edited,ar,0.5,0.82
monolingual,mistral-8x7b,dolly_human_edited,es,0.97,
monolingual,mistral-8x7b,dolly_human_edited,fr,0.96,
monolingual,mistral-8x7b,dolly_human_edited,hi,0.71,0.79
monolingual,mistral-8x7b,dolly_human_edited,ru,0.65,0.83
monolingual,mistral-8x7b,native_prompts,es,0.91,
monolingual,mistral-8x7b,native_prompts,fr,0.94,
monolingual,mistral-8x7b,native_prompts,ja,0.67,0.68
monolingual,mistral-8x7b,native_prompts,ko,0.61,0.62
monolingual,mistral-8x7b,okapi,ar,0.46,0.85
monolingual,mistral-8x7b,okapi,de,0.91,
monolingual,mistral-8x7b,okapi,en,0.99,
monolingual,mistral-8x7b,okapi,es,0.8,
monolingual,mistral-8x7b,okapi,fr,0.96,
monolingual,mistral-8x7b,okapi,id,0.58,
monolingual,mistral-8x7b,okapi,it,0.72,
monolingual,mistral-8x7b,okapi,pt,0.77,
monolingual,mistral-8x7b,okapi,vi,0.57,
monolingual,mistral-8x7b,okapi,zh,0.31,0.71
monolingual,mistral-8x7b,aya_human_annotated,all,0.78,0.75
monolingual,mistral-8x7b,dolly_human_edited,all,0.76,0.81
monolingual,mistral-8x7b,native_prompts,all,0.78,0.65
monolingual,mistral-8x7b,okapi,all,0.71,0.78
monolingual,mistral-8x7b,all,ar,0.48,0.86
monolingual,mistral-8x7b,all,en,0.99,
monolingual,mistral-8x7b,all,pt,0.85,
monolingual,mistral-8x7b,all,tr,0.9,
monolingual,mistral-8x7b,all,zh,0.46,0.65
monolingual,mistral-8x7b,all,es,0.89,
monolingual,mistral-8x7b,all,fr,0.95,
monolingual,mistral-8x7b,all,hi,0.71,0.79
monolingual,mistral-8x7b,all,ru,0.65,0.83
monolingual,mistral-8x7b,all,ja,0.67,0.68
monolingual,mistral-8x7b,all,ko,0.61,0.62
monolingual,mistral-8x7b,all,de,0.91,
monolingual,mistral-8x7b,all,id,0.58,
monolingual,mistral-8x7b,all,it,0.72,
monolingual,mistral-8x7b,all,vi,0.57,
monolingual,mistral-8x7b,all,all,0.73,0.74
crosslingual,command-r-plus-base,complex_prompts,ar,0.0,1.0
crosslingual,command-r-plus-base,complex_prompts,de,0.013,
crosslingual,command-r-plus-base,complex_prompts,es,0.026,
crosslingual,command-r-plus-base,complex_prompts,fr,0.013,
crosslingual,command-r-plus-base,complex_prompts,hi,0.012,1.0
crosslingual,command-r-plus-base,complex_prompts,id,0.024,
crosslingual,command-r-plus-base,complex_prompts,it,0.038,
crosslingual,command-r-plus-base,complex_prompts,ja,0.05,1.0
crosslingual,command-r-plus-base,complex_prompts,ko,0.0,1.0
crosslingual,command-r-plus-base,complex_prompts,pt,0.013,
crosslingual,command-r-plus-base,complex_prompts,ru,0.025,1.0
crosslingual,command-r-plus-base,complex_prompts,tr,0.012,
crosslingual,command-r-plus-base,complex_prompts,vi,0.0,
crosslingual,command-r-plus-base,complex_prompts,zh,0.085,1.0
crosslingual,command-r-plus-base,okapi,ar,0.0,1.0
crosslingual,command-r-plus-base,okapi,de,0.0,
crosslingual,command-r-plus-base,okapi,es,0.0,
crosslingual,command-r-plus-base,okapi,fr,0.0,
crosslingual,command-r-plus-base,okapi,hi,0.0,1.0
crosslingual,command-r-plus-base,okapi,id,0.0,
crosslingual,command-r-plus-base,okapi,it,0.0,
crosslingual,command-r-plus-base,okapi,ja,0.0,1.0
crosslingual,command-r-plus-base,okapi,ko,0.0,1.0
crosslingual,command-r-plus-base,okapi,pt,0.0,
crosslingual,command-r-plus-base,okapi,ru,0.01,0.0
crosslingual,command-r-plus-base,okapi,tr,0.0,
crosslingual,command-r-plus-base,okapi,vi,0.01,
crosslingual,command-r-plus-base,okapi,zh,0.03,1.0
crosslingual,command-r-plus-base,sharegpt,ar,0.0,1.0
crosslingual,command-r-plus-base,sharegpt,de,0.0,
crosslingual,command-r-plus-base,sharegpt,es,0.0,
crosslingual,command-r-plus-base,sharegpt,fr,0.0,
crosslingual,command-r-plus-base,sharegpt,hi,0.0,1.0
crosslingual,command-r-plus-base,sharegpt,id,0.0,
crosslingual,command-r-plus-base,sharegpt,it,0.0,
crosslingual,command-r-plus-base,sharegpt,ja,0.01,1.0
crosslingual,command-r-plus-base,sharegpt,ko,0.0,1.0
crosslingual,command-r-plus-base,sharegpt,pt,0.0,
crosslingual,command-r-plus-base,sharegpt,ru,0.0,1.0
crosslingual,command-r-plus-base,sharegpt,tr,0.0,
crosslingual,command-r-plus-base,sharegpt,vi,0.0,
crosslingual,command-r-plus-base,sharegpt,zh,0.02,1.0
crosslingual,command-r-plus-base,complex_prompts,all,0.022,1.0
crosslingual,command-r-plus-base,okapi,all,0.0036,0.83
crosslingual,command-r-plus-base,sharegpt,all,0.0022,1.0
crosslingual,command-r-plus-base,all,ar,0.0,1.0
crosslingual,command-r-plus-base,all,de,0.0043,
crosslingual,command-r-plus-base,all,es,0.0085,
crosslingual,command-r-plus-base,all,fr,0.0043,
crosslingual,command-r-plus-base,all,hi,0.0041,1.0
crosslingual,command-r-plus-base,all,id,0.008,
crosslingual,command-r-plus-base,all,it,0.013,
crosslingual,command-r-plus-base,all,ja,0.02,1.0
crosslingual,command-r-plus-base,all,ko,0.0,1.0
crosslingual,command-r-plus-base,all,pt,0.0042,
crosslingual,command-r-plus-base,all,ru,0.012,0.67
crosslingual,command-r-plus-base,all,tr,0.0042,
crosslingual,command-r-plus-base,all,vi,0.0033,
crosslingual,command-r-plus-base,all,zh,0.045,1.0
crosslingual,command-r-plus-base,all,all,0.0093,0.94
monolingual,command-r-plus-base,aya_human_annotated,ar,0.93,0.98
monolingual,command-r-plus-base,aya_human_annotated,en,0.98,
monolingual,command-r-plus-base,aya_human_annotated,pt,0.95,
monolingual,command-r-plus-base,aya_human_annotated,tr,0.95,
monolingual,command-r-plus-base,aya_human_annotated,zh,0.77,1.0
monolingual,command-r-plus-base,dolly_human_edited,ar,0.97,0.97
monolingual,command-r-plus-base,dolly_human_edited,es,0.85,
monolingual,command-r-plus-base,dolly_human_edited,fr,0.91,
monolingual,command-r-plus-base,dolly_human_edited,hi,0.69,0.94
monolingual,command-r-plus-base,dolly_human_edited,ru,0.94,1.0
monolingual,command-r-plus-base,native_prompts,es,0.94,
monolingual,command-r-plus-base,native_prompts,fr,0.91,
monolingual,command-r-plus-base,native_prompts,ja,0.93,0.99
monolingual,command-r-plus-base,native_prompts,ko,0.92,1.0
monolingual,command-r-plus-base,okapi,ar,0.9,1.0
monolingual,command-r-plus-base,okapi,de,0.71,
monolingual,command-r-plus-base,okapi,en,0.98,
monolingual,command-r-plus-base,okapi,es,0.67,
monolingual,command-r-plus-base,okapi,fr,0.79,
monolingual,command-r-plus-base,okapi,id,0.81,
monolingual,command-r-plus-base,okapi,it,0.65,
monolingual,command-r-plus-base,okapi,pt,0.65,
monolingual,command-r-plus-base,okapi,vi,0.71,
monolingual,command-r-plus-base,okapi,zh,0.48,0.98
monolingual,command-r-plus-base,aya_human_annotated,all,0.92,0.99
monolingual,command-r-plus-base,dolly_human_edited,all,0.87,0.97
monolingual,command-r-plus-base,native_prompts,all,0.92,0.99
monolingual,command-r-plus-base,okapi,all,0.73,0.99
monolingual,command-r-plus-base,all,ar,0.93,0.98
monolingual,command-r-plus-base,all,en,0.98,
monolingual,command-r-plus-base,all,pt,0.8,
monolingual,command-r-plus-base,all,tr,0.95,
monolingual,command-r-plus-base,all,zh,0.62,0.99
monolingual,command-r-plus-base,all,es,0.82,
monolingual,command-r-plus-base,all,fr,0.87,
monolingual,command-r-plus-base,all,hi,0.69,0.94
monolingual,command-r-plus-base,all,ru,0.94,1.0
monolingual,command-r-plus-base,all,ja,0.93,0.99
monolingual,command-r-plus-base,all,ko,0.92,1.0
monolingual,command-r-plus-base,all,de,0.71,
monolingual,command-r-plus-base,all,id,0.81,
monolingual,command-r-plus-base,all,it,0.65,
monolingual,command-r-plus-base,all,vi,0.71,
monolingual,command-r-plus-base,all,all,0.82,0.98
crosslingual,command-r-plus,complex_prompts,ar,0.81,0.95
crosslingual,command-r-plus,complex_prompts,de,0.78,
crosslingual,command-r-plus,complex_prompts,es,0.81,
crosslingual,command-r-plus,complex_prompts,fr,0.78,
crosslingual,command-r-plus,complex_prompts,hi,0.74,0.9
crosslingual,command-r-plus,complex_prompts,id,0.75,
crosslingual,command-r-plus,complex_prompts,it,0.83,
crosslingual,command-r-plus,complex_prompts,ja,0.85,0.91
crosslingual,command-r-plus,complex_prompts,ko,0.77,0.9
crosslingual,command-r-plus,complex_prompts,pt,0.74,
crosslingual,command-r-plus,complex_prompts,ru,0.81,0.83
crosslingual,command-r-plus,complex_prompts,tr,0.8,
crosslingual,command-r-plus,complex_prompts,vi,0.79,
crosslingual,command-r-plus,complex_prompts,zh,0.77,0.92
crosslingual,command-r-plus,okapi,ar,0.99,1.0
crosslingual,command-r-plus,okapi,de,0.98,
crosslingual,command-r-plus,okapi,es,0.95,
crosslingual,command-r-plus,okapi,fr,0.98,
crosslingual,command-r-plus,okapi,hi,0.97,0.99
crosslingual,command-r-plus,okapi,id,0.87,
crosslingual,command-r-plus,okapi,it,0.99,
crosslingual,command-r-plus,okapi,ja,0.98,0.97
crosslingual,command-r-plus,okapi,ko,0.96,0.98
crosslingual,command-r-plus,okapi,pt,0.92,
crosslingual,command-r-plus,okapi,ru,0.98,0.92
crosslingual,command-r-plus,okapi,tr,0.98,
crosslingual,command-r-plus,okapi,vi,0.95,
crosslingual,command-r-plus,okapi,zh,0.95,0.99
crosslingual,command-r-plus,sharegpt,ar,1.0,0.99
crosslingual,command-r-plus,sharegpt,de,0.99,
crosslingual,command-r-plus,sharegpt,es,0.99,
crosslingual,command-r-plus,sharegpt,fr,0.98,
crosslingual,command-r-plus,sharegpt,hi,1.0,0.99
crosslingual,command-r-plus,sharegpt,id,0.96,
crosslingual,command-r-plus,sharegpt,it,0.99,
crosslingual,command-r-plus,sharegpt,ja,0.98,0.98
crosslingual,command-r-plus,sharegpt,ko,1.0,1.0
crosslingual,command-r-plus,sharegpt,pt,0.99,
crosslingual,command-r-plus,sharegpt,ru,1.0,0.94
crosslingual,command-r-plus,sharegpt,tr,0.98,
crosslingual,command-r-plus,sharegpt,vi,0.99,
crosslingual,command-r-plus,sharegpt,zh,0.97,0.96
crosslingual,command-r-plus,complex_prompts,all,0.79,0.9
crosslingual,command-r-plus,okapi,all,0.96,0.97
crosslingual,command-r-plus,sharegpt,all,0.99,0.98
crosslingual,command-r-plus,all,ar,0.93,0.98
crosslingual,command-r-plus,all,de,0.92,
crosslingual,command-r-plus,all,es,0.92,
crosslingual,command-r-plus,all,fr,0.91,
crosslingual,command-r-plus,all,hi,0.9,0.96
crosslingual,command-r-plus,all,id,0.86,
crosslingual,command-r-plus,all,it,0.94,
crosslingual,command-r-plus,all,ja,0.94,0.95
crosslingual,command-r-plus,all,ko,0.91,0.96
crosslingual,command-r-plus,all,pt,0.88,
crosslingual,command-r-plus,all,ru,0.93,0.9
crosslingual,command-r-plus,all,tr,0.92,
crosslingual,command-r-plus,all,vi,0.91,
crosslingual,command-r-plus,all,zh,0.9,0.96
crosslingual,command-r-plus,all,all,0.91,0.95
monolingual,command-r-plus,aya_human_annotated,ar,1.0,1.0
monolingual,command-r-plus,aya_human_annotated,en,1.0,
monolingual,command-r-plus,aya_human_annotated,pt,0.98,
monolingual,command-r-plus,aya_human_annotated,tr,1.0,
monolingual,command-r-plus,aya_human_annotated,zh,0.97,1.0
monolingual,command-r-plus,dolly_human_edited,ar,0.99,0.99
monolingual,command-r-plus,dolly_human_edited,es,1.0,
monolingual,command-r-plus,dolly_human_edited,fr,1.0,
monolingual,command-r-plus,dolly_human_edited,hi,1.0,1.0
monolingual,command-r-plus,dolly_human_edited,ru,1.0,0.98
monolingual,command-r-plus,native_prompts,es,0.99,
monolingual,command-r-plus,native_prompts,fr,0.99,
monolingual,command-r-plus,native_prompts,ja,0.99,0.99
monolingual,command-r-plus,native_prompts,ko,1.0,1.0
monolingual,command-r-plus,okapi,ar,1.0,1.0
monolingual,command-r-plus,okapi,de,1.0,
monolingual,command-r-plus,okapi,en,1.0,
monolingual,command-r-plus,okapi,es,0.99,
monolingual,command-r-plus,okapi,fr,1.0,
monolingual,command-r-plus,okapi,id,0.97,
monolingual,command-r-plus,okapi,it,1.0,
monolingual,command-r-plus,okapi,pt,0.97,
monolingual,command-r-plus,okapi,vi,0.99,
monolingual,command-r-plus,okapi,zh,0.98,1.0
monolingual,command-r-plus,aya_human_annotated,all,0.99,1.0
monolingual,command-r-plus,dolly_human_edited,all,1.0,0.99
monolingual,command-r-plus,native_prompts,all,0.99,0.99
monolingual,command-r-plus,okapi,all,0.99,1.0
monolingual,command-r-plus,all,ar,1.0,1.0
monolingual,command-r-plus,all,en,1.0,
monolingual,command-r-plus,all,pt,0.97,
monolingual,command-r-plus,all,tr,1.0,
monolingual,command-r-plus,all,zh,0.97,1.0
monolingual,command-r-plus,all,es,0.99,
monolingual,command-r-plus,all,fr,1.0,
monolingual,command-r-plus,all,hi,1.0,1.0
monolingual,command-r-plus,all,ru,1.0,0.98
monolingual,command-r-plus,all,ja,0.99,0.99
monolingual,command-r-plus,all,ko,1.0,1.0
monolingual,command-r-plus,all,de,1.0,
monolingual,command-r-plus,all,id,0.97,
monolingual,command-r-plus,all,it,1.0,
monolingual,command-r-plus,all,vi,0.99,
monolingual,command-r-plus,all,all,0.99,0.99
crosslingual,gpt-3.5-turbo,complex_prompts,ar,0.75,0.97
crosslingual,gpt-3.5-turbo,complex_prompts,de,0.77,
crosslingual,gpt-3.5-turbo,complex_prompts,es,0.82,
crosslingual,gpt-3.5-turbo,complex_prompts,fr,0.71,
crosslingual,gpt-3.5-turbo,complex_prompts,hi,0.79,0.97
crosslingual,gpt-3.5-turbo,complex_prompts,id,0.67,
crosslingual,gpt-3.5-turbo,complex_prompts,it,0.76,
crosslingual,gpt-3.5-turbo,complex_prompts,ja,0.73,0.96
crosslingual,gpt-3.5-turbo,complex_prompts,ko,0.75,0.95
crosslingual,gpt-3.5-turbo,complex_prompts,pt,0.78,
crosslingual,gpt-3.5-turbo,complex_prompts,ru,0.79,0.96
crosslingual,gpt-3.5-turbo,complex_prompts,tr,0.73,
crosslingual,gpt-3.5-turbo,complex_prompts,vi,0.79,
crosslingual,gpt-3.5-turbo,complex_prompts,zh,0.66,0.97
crosslingual,gpt-3.5-turbo,okapi,ar,0.99,1.0
crosslingual,gpt-3.5-turbo,okapi,de,0.99,
crosslingual,gpt-3.5-turbo,okapi,es,1.0,
crosslingual,gpt-3.5-turbo,okapi,fr,0.96,
crosslingual,gpt-3.5-turbo,okapi,hi,0.99,1.0
crosslingual,gpt-3.5-turbo,okapi,id,0.9,
crosslingual,gpt-3.5-turbo,okapi,it,1.0,
crosslingual,gpt-3.5-turbo,okapi,ja,0.97,1.0
crosslingual,gpt-3.5-turbo,okapi,ko,0.99,1.0
crosslingual,gpt-3.5-turbo,okapi,pt,0.97,
crosslingual,gpt-3.5-turbo,okapi,ru,0.98,1.0
crosslingual,gpt-3.5-turbo,okapi,tr,0.98,
crosslingual,gpt-3.5-turbo,okapi,vi,0.99,
crosslingual,gpt-3.5-turbo,okapi,zh,0.97,1.0
crosslingual,gpt-3.5-turbo,sharegpt,ar,0.98,1.0
crosslingual,gpt-3.5-turbo,sharegpt,de,0.95,
crosslingual,gpt-3.5-turbo,sharegpt,es,0.98,
crosslingual,gpt-3.5-turbo,sharegpt,fr,0.97,
crosslingual,gpt-3.5-turbo,sharegpt,hi,0.98,1.0
crosslingual,gpt-3.5-turbo,sharegpt,id,0.96,
crosslingual,gpt-3.5-turbo,sharegpt,it,0.98,
crosslingual,gpt-3.5-turbo,sharegpt,ja,0.95,1.0
crosslingual,gpt-3.5-turbo,sharegpt,ko,0.97,1.0
crosslingual,gpt-3.5-turbo,sharegpt,pt,0.95,
crosslingual,gpt-3.5-turbo,sharegpt,ru,0.98,0.99
crosslingual,gpt-3.5-turbo,sharegpt,tr,0.97,
crosslingual,gpt-3.5-turbo,sharegpt,vi,0.97,
crosslingual,gpt-3.5-turbo,sharegpt,zh,0.96,1.0
crosslingual,gpt-3.5-turbo,complex_prompts,all,0.75,0.96
crosslingual,gpt-3.5-turbo,okapi,all,0.98,1.0
crosslingual,gpt-3.5-turbo,sharegpt,all,0.97,1.0
crosslingual,gpt-3.5-turbo,all,ar,0.91,0.99
crosslingual,gpt-3.5-turbo,all,de,0.9,
crosslingual,gpt-3.5-turbo,all,es,0.93,
crosslingual,gpt-3.5-turbo,all,fr,0.88,
crosslingual,gpt-3.5-turbo,all,hi,0.92,0.99
crosslingual,gpt-3.5-turbo,all,id,0.84,
crosslingual,gpt-3.5-turbo,all,it,0.91,
crosslingual,gpt-3.5-turbo,all,ja,0.88,0.99
crosslingual,gpt-3.5-turbo,all,ko,0.9,0.98
crosslingual,gpt-3.5-turbo,all,pt,0.9,
crosslingual,gpt-3.5-turbo,all,ru,0.92,0.98
crosslingual,gpt-3.5-turbo,all,tr,0.89,
crosslingual,gpt-3.5-turbo,all,vi,0.92,
crosslingual,gpt-3.5-turbo,all,zh,0.86,0.99
crosslingual,gpt-3.5-turbo,all,all,0.9,0.99
monolingual,gpt-3.5-turbo,aya_human_annotated,ar,1.0,1.0
monolingual,gpt-3.5-turbo,aya_human_annotated,en,1.0,
monolingual,gpt-3.5-turbo,aya_human_annotated,pt,0.98,
monolingual,gpt-3.5-turbo,aya_human_annotated,tr,1.0,
monolingual,gpt-3.5-turbo,aya_human_annotated,zh,0.95,1.0
monolingual,gpt-3.5-turbo,dolly_human_edited,ar,1.0,1.0
monolingual,gpt-3.5-turbo,dolly_human_edited,es,1.0,
monolingual,gpt-3.5-turbo,dolly_human_edited,fr,1.0,
monolingual,gpt-3.5-turbo,dolly_human_edited,hi,0.99,1.0
monolingual,gpt-3.5-turbo,dolly_human_edited,ru,1.0,1.0
monolingual,gpt-3.5-turbo,native_prompts,es,1.0,
monolingual,gpt-3.5-turbo,native_prompts,fr,1.0,
monolingual,gpt-3.5-turbo,native_prompts,ja,0.98,0.99
monolingual,gpt-3.5-turbo,native_prompts,ko,1.0,1.0
monolingual,gpt-3.5-turbo,okapi,ar,1.0,1.0
monolingual,gpt-3.5-turbo,okapi,de,1.0,
monolingual,gpt-3.5-turbo,okapi,en,0.99,
monolingual,gpt-3.5-turbo,okapi,es,0.99,
monolingual,gpt-3.5-turbo,okapi,fr,1.0,
monolingual,gpt-3.5-turbo,okapi,id,0.96,
monolingual,gpt-3.5-turbo,okapi,it,1.0,
monolingual,gpt-3.5-turbo,okapi,pt,0.98,
monolingual,gpt-3.5-turbo,okapi,vi,0.99,
monolingual,gpt-3.5-turbo,okapi,zh,0.99,1.0
monolingual,gpt-3.5-turbo,aya_human_annotated,all,0.99,1.0
monolingual,gpt-3.5-turbo,dolly_human_edited,all,1.0,1.0
monolingual,gpt-3.5-turbo,native_prompts,all,0.99,0.99
